lat,lon,temp_c,battery_pct,flags3,time_s
80.0006,0.0011,-15.0,99.995,5,0
80.00122498958464,0.00223299401082612,-15.0,99.99000000000001,5,0
80.00187490629297,0.0033989461052611426,-15.0,99.98500000000001,5,0
80.00254962535921,0.004597784467991823,-15.0,99.98000000000002,5,0
80.0032489600246,0.0058294014738086665,-15.0,99.97500000000002,5,0
80.00397266200423,0.007093653804799148,-15.0,99.97000000000003,5,1
80.00472042210757,0.008390362606406753,-15.0,99.96500000000003,5,1
80.0054918710113,0.009719313682185917,-15.0,99.96000000000004,5,1
80.00628658018246,0.011080257727040787,-15.0,99.95500000000004,5,1
80.00710406294952,0.01247291059869383,-15.0,99.95000000000005,5,1
80.00794377571883,0.013896953627088697,-15.0,99.94500000000005,5,1
80.00880511933329,0.015352033961390427,-15.0,99.94000000000005,5,2
80.00968744056999,0.016837764954205123,-15.0,99.93500000000006,5,2
80.01059003377286,0.01835372658260077,-15.0,99.93000000000006,5,2
80.01151214261648,0.019899465905470686,-15.0,99.92500000000007,5,2
80.01245296199649,0.021474497556741638,-15.0,99.92000000000007,5,3
80.01341164004194,0.02307830427388952,-15.0,99.91500000000008,5,3
80.0143872802445,0.02471033746118713,-15.0,99.91000000000008,5,3
80.01537894369932,0.026370017787070703,-15.0,99.90500000000009,5,3
80.01638565145171,0.028056735814974736,-15.0,99.90000000000009,5,3
80.01740638694412,0.02976985266694817,-15.0,99.8950000000001,5,4
80.01844009855691,0.031508700719329354,-15.0,99.8900000000001,5,4
80.01948570223693,0.03327258432972223,-15.0,99.8850000000001,5,4
80.02054208420707,0.03506078059448215,-15.0,99.88000000000011,5,4
80.02160810375005,0.03687254013588653,-15.0,99.87500000000011,5,4
80.02268259605974,0.03870708791813311,-15.0,99.87000000000012,5,5
80.02376437515245,0.04056362409127736,-15.0,99.86500000000012,5,5
80.02485223683136,0.042441324862190016,-15.0,99.86000000000013,5,5
80.02594496169635,0.044339343391586405,-15.0,99.85500000000013,5,5
80.02704131819188,0.04625681071615073,-15.0,99.85000000000014,5,5
80.02814006568518,0.04819283669475125,-15.0,99.84500000000014,5,6
80.02923995756727,0.050146510977716004,-15.0,99.84000000000015,5,6
80.03033974436879,0.052116903998113626,-15.0,99.83500000000015,5,6
80.03143817688301,0.0541030679839599,-15.0,99.83000000000015,5,6
80.03253400928824,0.05610403799024776,-15.0,99.82500000000016,5,6
80.03362600226168,0.058118832949677075,-15.0,99.82000000000016,5,7
80.03471292607712,0.06014645674093995,-15.0,99.81500000000017,5,7
80.03579356367861,0.06218589927339842,-15.0,99.81000000000017,5,7
80.03686671372245,0.06423613758697332,-15.0,99.80500000000018,5,7
80.03793119357995,0.06629613696604672,-15.0,99.80000000000018,5,7
80.03898584229336,0.06836485206616498,-15.0,99.79500000000019,5,8
80.04002952347767,0.07044122805231558,-15.0,99.79000000000019,5,8
80.04106112816099,0.07252420174753814,-15.0,99.7850000000002,5,8
80.0420795775564,0.07461270279061914,-15.0,99.7800000000002,5,8
80.0430838257583,0.07670565480160947,-15.0,99.7750000000002,5,8
80.04407286235674,0.07880197655389581,-15.0,99.77000000000021,5,9
80.04504571496282,0.0809005831515496,-15.0,99.76500000000021,5,9
80.04600145163921,0.08300038721067146,-15.0,99.76000000000022,5,9
80.04693918322948,0.0851003000434448,-15.0,99.75500000000022,5,9
80.04785806558056,0.08719923284360925,-15.0,99.75000000000023,5,9
80.04875730165261,0.08929609787206318,-15.0,99.74500000000023,5,9
80.04963614351131,0.09138980964130392,-15.0,99.74000000000024,5,10
80.05049389419722,0.09347928609741651,-15.0,99.73500000000024,5,10
80.05132990946787,0.09556344979832346,-15.0,99.73000000000025,5,10
80.05214359940798,0.09764122908701263,-15.0,99.72500000000025,5,10
80.05293442990401,0.09971155925846589,-15.0,99.72000000000025,5,10
80.05370192397909,0.10177338371901762,-15.0,99.71500000000026,5,11
80.05444566298526,0.10382565513688082,-15.0,99.71000000000026,5,11
80.05516528764987,0.1058673365825879,-15.0,99.70500000000027,5,11
80.05586049897354,0.10789740265810444,-15.0,99.70000000000027,5,11
80.05653105897757,0.10991484061338624,-15.0,99.69500000000028,5,11
80.05717679129869,0.11191865144916416,-15.0,99.69000000000028,5,12
80.0577975816299,0.11390785100475545,-15.0,99.68500000000029,5,12
80.05839337800622,0.1158814710297176,-15.0,99.68000000000029,5,12
80.0589641909345,0.11783856023817732,-15.0,99.6750000000003,5,12
80.05951009336724,0.11977818534468686,-15.0,99.6700000000003,5,12
80.06003122052016,0.12169943208047963,-15.0,99.6650000000003,5,13
80.06052776953432,0.12360140618901858,-15.0,99.66000000000031,5,13
80.0609999989833,0.1254832343997531,-15.0,99.65500000000031,5,13
80.06144822822695,0.12734406537902443,-15.0,99.65000000000032,5,13
80.0618728366131,0.1291830706570839,-15.0,99.64500000000032,5,13
80.06227426252946,0.13099944553021453,-15.0,99.64000000000033,5,14
80.06265300230781,0.13279240993697392,-15.0,99.63500000000033,5,14
80.06300960898348,0.134561209307604,-15.0,99.63000000000034,5,14
80.06334469091303,0.13630511538568307,-15.0,99.62500000000034,5,14
80.06365891025365,0.1380234270211249,-15.0,99.62000000000035,5,14
80.06395298130818,0.13971547093366204,-15.0,99.61500000000035,5,15
80.06422766873965,0.14138060244598138,-15.0,99.61000000000035,5,15
80.06448378566006,0.1430182061857141,-15.0,99.60500000000036,5,15
80.06472219159802,0.1446276967555153,-15.0,99.60000000000036,5,15
80.06494379035037,0.14620851937050394,-15.0,99.59500000000037,5,15
80.06514952772315,0.14776015046236873,-15.0,99.59000000000037,5,16
80.06534038916762,0.14928209824948224,-15.0,99.58500000000038,5,16
80.06551739731708,0.1507739032724025,-15.0,99.58000000000038,5,16
80.06568160943087,0.15223513889417897,-15.0,99.57500000000039,5,16
80.06583411475175,0.153665411764918,-15.0,99.57000000000039,5,16
80.06597603178338,0.15506436225010192,-15.0,99.5650000000004,5,17
80.0661085054946,0.15643166482219564,-15.0,99.5600000000004,5,17
80.06623270445765,0.15776702841511384,-15.0,99.5550000000004,5,17
80.06634981792733,0.15907019674116316,-15.0,99.55000000000041,5,17
80.0664610528685,0.1603409485701143,-15.0,99.54500000000041,5,17
